emp_no,first_name,last_name,to_date
222669,Gritta,Kropatsch,9999-01-01
222674,Leen,McFarlin,9999-01-01
222680,Yuqun,Gniady,9999-01-01
222685,Leandro,Peral,9999-01-01
222686,Utpal,Melichar,9999-01-01
222700,Ortrun,Kobara,9999-01-01
222729,Gen,Panangaden,9999-01-01
222730,Rosella,Rohrbach,9999-01-01
222757,Goetz,Marquardt,9999-01-01
222762,Pantung,Beilner,9999-01-01
222772,Vishv,Cesareni,9999-01-01
222820,Poornachandra,Conry,9999-01-01
222825,Goetz,Peha,9999-01-01
222827,Fox,Ghemri,9999-01-01
222829,Aleksandar,Vrecion,9999-01-01
222842,Niclas,Garnier,9999-01-01
222843,Wonhee,Marchesini,9999-01-01
222853,Utpal,Passafiume,9999-01-01
222861,Huican,Montemayor,9999-01-01
222865,Alexius,Qiwen,9999-01-01
222879,Dung,Zedlitz,9999-01-01
222882,Jacqueline,Marchesini,9999-01-01
222891,Torsten,Lyonns,9999-01-01
222894,Miomir,Chinin,9999-01-01
222896,Yucel,Bazzichi,9999-01-01
222909,Nathan,Selenyi,9999-01-01
222911,Masamitsu,Bala,9999-01-01
222917,Paloma,Kalorkoti,9999-01-01
222931,Masadi,Heystek,9999-01-01
222942,Arif,Cannane,9999-01-01
222943,Abdelaziz,Assaf,9999-01-01
222952,Marie,Yemenis,9999-01-01
222968,Siddarth,Hanabata,9999-01-01
222974,Falguni,Plotkin,9999-01-01
222976,Paris,Barriga,9999-01-01
222978,Frederique,Swist,9999-01-01
222987,Valter,Smailagic,9999-01-01
222999,Conor,Wursthorn,9999-01-01
223013,Odysseas,Fendler,9999-01-01
223018,Hsiangchu,Berstel,9999-01-01
223022,Baocai,Samarati,9999-01-01
223026,Nitsan,Monkewich,9999-01-01
223028,Yifei,Heyers,9999-01-01
223045,Luigi,Falby,9999-01-01
223057,Iara,Spelt,9999-01-01
223064,Diederik,Vesel,9999-01-01
223077,Martial,England,9999-01-01
223092,Monique,Basagni,9999-01-01
223104,Hugh,Clemencon,9999-01-01
223106,Arun,Melichar,9999-01-01
223108,Saeko,Gubsky,9999-01-01
223130,Alper,Manderick,9999-01-01
223137,Yongmin,Kroha,9999-01-01
223140,Georgy,Cooke,9999-01-01
223143,Becky,Thiria,9999-01-01
223159,Sachem,Denos,9999-01-01
223166,Masamitsu,Erdi,9999-01-01
223169,Changho,Spinelli,9999-01-01
223171,Yifei,Peot,9999-01-01
223179,Patricio,McDermid,9999-01-01
223184,Atreye,Ligten,9999-01-01
223185,Tadanori,Felcyn,9999-01-01
223187,Turgut,Merks,9999-01-01
223191,Koldo,Salverda,9999-01-01
223194,Adin,Kropp,9999-01-01
223209,Moon,Asmuth,9999-01-01
223211,Patricia,Kugler,9999-01-01
223215,Karlis,Thebaut,9999-01-01
223217,Patricia,Andreotta,9999-01-01
223220,Sachin,Halloran,9999-01-01
223253,Toshimitsu,Luce,9999-01-01
223276,Eckart,Radwan,9999-01-01
223278,Alselm,Daescu,9999-01-01
223292,Feiyu,dAstous,9999-01-01
223297,Xianlong,Comellas,9999-01-01
223303,Utz,Felder,9999-01-01
223308,Sampalli,Bednarek,9999-01-01
223313,Kenton,Ramras,9999-01-01
223320,Eckart,Foong,9999-01-01
223329,Iara,Cronau,9999-01-01
223358,Martijn,Spell,9999-01-01
223361,Toshimo,Barriga,9999-01-01
223362,Moty,Schaft,9999-01-01
223368,Terresa,Saoudi,9999-01-01
223381,Giri,Mansanne,9999-01-01
223414,Hyuckchul,Randi,9999-01-01
223418,Remco,Biros,9999-01-01
223421,Arumugam,Ullian,9999-01-01
223431,Elrique,Molberg,9999-01-01
223438,Dipayan,Busillo,9999-01-01
223445,Jeong,Lamba,9999-01-01
223452,Kauko,Luce,9999-01-01
223466,Fumiko,Koshiba,9999-01-01
223493,Kristina,Czaja,9999-01-01
223494,Jouko,Einsfeld,9999-01-01
223503,Martijn,Kossowski,9999-01-01
223507,Along,Marrakchi,9999-01-01
223521,Naftaly,Acton,9999-01-01
223526,Visit,Hartvigsen,9999-01-01
223529,Flemming,Dayana,9999-01-01
223567,Elvis,Hebert,9999-01-01
223569,Arie,Douceur,9999-01-01
223574,Jouko,Henseler,9999-01-01
223591,Teunis,Massonet,9999-01-01
223599,Yurij,Kampfer,9999-01-01
223601,Susumu,Luce,9999-01-01
223608,Sachio,Ritcey,9999-01-01
223619,Shietung,Kakkar,9999-01-01
223623,Boriana,Lunn,9999-01-01
223628,Vincent,Ohori,9999-01-01
223633,Mantis,Serra,9999-01-01
223636,Vasiliy,Granlund,9999-01-01
223649,Rayond,Simmel,9999-01-01
223654,Kasturi,Aingworth,9999-01-01
223667,Elliott,Bergere,9999-01-01
223674,Teruyuki,Farrel,9999-01-01
223690,Tzu,Shumilov,9999-01-01
223693,Kwangyoen,Vuskovic,9999-01-01
223696,Aral,Moehrke,9999-01-01
223699,Przemyslawa,Plotkin,9999-01-01
223711,Youngkon,Oskamp,9999-01-01
223715,Alejandro,Radwan,9999-01-01
223721,Baoqiu,Sundgren,9999-01-01
223733,Arnould,Krzyzanowski,9999-01-01
223742,Gino,Cusworth,9999-01-01
223750,Shigehito,Kaelbling,9999-01-01
223753,Chriss,Hofstetter,9999-01-01
223756,Inderjeet,Underwood,9999-01-01
223764,Ohad,Pouyioutas,9999-01-01
223766,Gill,Remmers,9999-01-01
223780,Serap,Munke,9999-01-01
223792,Yuuichi,Merlo,9999-01-01
223799,Jacqueline,Butterworth,9999-01-01
223800,Kensyu,Heuser,9999-01-01
223861,Hironobu,Collette,9999-01-01
223871,Nitsan,Chiola,9999-01-01
223901,Tianruo,Birrer,9999-01-01
223913,Spyrose,Ranze,9999-01-01
223930,Piyawadee,Gelosh,9999-01-01
223936,Siamak,Karlin,9999-01-01
223939,Rajmohan,Covnot,9999-01-01
223941,Freyja,Luks,9999-01-01
223944,Shushma,Nergos,9999-01-01
223948,Jaihie,Koshino,9999-01-01
223952,Erez,Ressouche,9999-01-01
223955,Gil,Ferriere,9999-01-01
223966,Perla,Beetstra,9999-01-01
223980,Ger,Mansanne,9999-01-01
223991,Weiwu,Demian,9999-01-01
223992,Sandeepan,Peyn,9999-01-01
224010,Neelam,Coombs,9999-01-01
224011,Nechama,Rassart,9999-01-01
224013,Elrique,Openshaw,9999-01-01
224035,Khaled,Ranft,9999-01-01
224037,Ashish,Speckmann,9999-01-01
224057,Taisook,Baba,9999-01-01
224111,Van,Marrakchi,9999-01-01
224113,Khun,Marakhovsky,9999-01-01
224122,Piyawadee,Krychniak,9999-01-01
224124,Sadok,Alpin,9999-01-01
224155,Etsuo,Gyimothy,9999-01-01
224156,Taisook,Neiman,9999-01-01
224159,Maja,Molberg,9999-01-01
224165,Leucio,Vickson,9999-01-01
224167,Xinglin,Chenney,9999-01-01
224172,Jianwen,Matzat,9999-01-01
224180,Doowon,Nitsch,9999-01-01
224196,Pintsang,Siksek,9999-01-01
224198,Gina,Jonsson,9999-01-01
224202,Hideo,Schrooten,9999-01-01
224205,Kinh,Dengi,9999-01-01
224213,Taizo,Juneja,9999-01-01
224223,Saniya,Kieras,9999-01-01
224231,Yonghong,Picci,9999-01-01
224236,Jaewoo,Pelc,9999-01-01
224243,Shugo,Kusakari,9999-01-01
224253,Abdulla,Maksimenko,9999-01-01
224270,Domenico,Krupka,9999-01-01
224271,Amstein,Unno,9999-01-01
224280,Mats,Spelt,9999-01-01
224281,Rosalie,Nannarelli,9999-01-01
224286,Mahmut,Guting,9999-01-01
224290,Shigeichiro,Cunliffe,9999-01-01
224294,Jamaludin,Flowers,9999-01-01
224296,Sanjit,Kermarrec,9999-01-01
224307,Cristinel,Uehara,9999-01-01
224311,Remmert,Stiles,9999-01-01
224323,Fai,Macedo,9999-01-01
224351,Magdalena,Percebois,9999-01-01
224369,Saeko,Lichtman,9999-01-01
224380,Subhankar,Przulj,9999-01-01
224381,Gurbir,Cooley,9999-01-01
224386,Uzi,Kaelbling,9999-01-01
224396,Pohua,Beznosov,9999-01-01
224403,Malu,Sinicrope,9999-01-01
224405,Zhonghua,Raoux,9999-01-01
224420,Sanjeeva,Pashtan,9999-01-01
224423,Peer,Rosti,9999-01-01
224425,Stella,Dayang,9999-01-01
224434,Boguslaw,Maksimenko,9999-01-01
224467,Jiafu,Ashish,9999-01-01
224491,Sastry,Chinal,9999-01-01
224493,Josyula,Luga,9999-01-01
224500,Caolyn,Marrakchi,9999-01-01
224507,Maya,Baalen,9999-01-01
224511,Chinya,Jayawardene,9999-01-01
224517,Emdad,Azevdeo,9999-01-01
224522,Shaowen,Cappello,9999-01-01
224534,Yakkov,Pfau,9999-01-01
224535,Zhonghui,Maksimenko,9999-01-01
224540,Nishit,Reinhard,9999-01-01
224552,Tetsushi,Boudaillier,9999-01-01
224569,Bowen,Alvarado,9999-01-01
224591,Aiman,Khalil,9999-01-01
224618,Masaru,Siegrist,9999-01-01
224629,Pranjal,Snedden,9999-01-01
224633,Pranjal,Undy,9999-01-01
224656,Theirry,Maliniak,9999-01-01
224667,Bartek,Huttel,9999-01-01
224668,Flemming,Neiman,9999-01-01
224669,Janalee,Passino,9999-01-01
224670,Mingzeng,Boguraev,9999-01-01
224680,Constantino,Taubman,9999-01-01
224691,Fai,Alpay,9999-01-01
224695,Udi,Dulin,9999-01-01
224697,Pasqua,Marwedel,9999-01-01
224703,Elrique,Malabarba,9999-01-01
224718,Richard,Shobatake,9999-01-01
224730,Shaz,Bernatsky,9999-01-01
224733,Gift,Wielonsky,9999-01-01
224746,Shigeu,Kieras,9999-01-01
224749,Phuoc,Bottner,9999-01-01
224752,Rimli,Weisert,9999-01-01
224760,Mitsuyuki,Rosen,9999-01-01
224764,Yuguang,Veldwijk,9999-01-01
224765,Mingsen,Snedden,9999-01-01
224766,Branimir,Hasham,9999-01-01
224790,Elgin,Ghazalie,9999-01-01
224795,Kwee,Oberman,9999-01-01
224796,Srinidhi,Gimarc,9999-01-01
224797,Fumiya,Raney,9999-01-01
224805,Xiaobin,Strehl,9999-01-01
224808,Yinlin,Matzel,9999-01-01
224811,Guiseppe,Furedi,9999-01-01
224816,Junichi,Litzler,9999-01-01
224857,Gladys,Heping,9999-01-01
224866,Wuxu,Smeets,9999-01-01
224869,Genevieve,Stroustrup,9999-01-01
224896,Chanjung,Glowinski,9999-01-01
224928,Jeanna,Iisaka,9999-01-01
224929,Miyeon,Ghalwash,9999-01-01
224936,Toshiki,Gimbel,9999-01-01
224942,Chikara,Delgrange,9999-01-01
224961,Heejo,Segond,9999-01-01
224965,Shahaf,Wossner,9999-01-01
224984,Tristan,Birta,9999-01-01
224998,Fei,Gips,9999-01-01
225018,Guiseppe,DasSarma,9999-01-01
225020,Pranas,Boyle,9999-01-01
225040,Anyuan,Pokrovskii,9999-01-01
225046,Gen,Merli,9999-01-01
225055,Bouchung,Belinskaya,9999-01-01
225056,Jiang,Lakshmanan,9999-01-01
225057,Sarita,Kropf,9999-01-01
225068,Zhenhua,Hopewell,9999-01-01
225080,Shim,Sherertz,9999-01-01
225118,Shigeu,Juneja,9999-01-01
225125,Armond,Antonakopoulos,9999-01-01
225142,Sudhanshu,Gente,9999-01-01
225148,Fatemeh,Fontet,9999-01-01
225159,Conal,Minakawa,9999-01-01
225173,Jouni,Iisaku,9999-01-01
225177,Jongsuk,Danecki,9999-01-01
225225,Valdiodio,Sewelson,9999-01-01
225229,Sachem,Kaltofen,9999-01-01
225267,Moni,Broomell,9999-01-01
225276,Domenick,Noriega,9999-01-01
225307,Frazer,Alpay,9999-01-01
225320,Tran,Katalagarianos,9999-01-01
225337,Mara,Penn,9999-01-01
225340,Kiam,Cherinka,9999-01-01
225345,Mingzeng,Mullainathan,9999-01-01
225381,Mostafa,Hofting,9999-01-01
225392,Adam,Esposito,9999-01-01
225399,Shushma,Hofting,9999-01-01
225401,Sungwon,Range,9999-01-01
225417,Lihong,Denis,9999-01-01
225429,Zhongwei,Gonthier,9999-01-01
225449,Adhemar,Savasere,9999-01-01
225450,Srinidhi,Deverell,9999-01-01
225456,Willard,Manders,9999-01-01
225473,Shih,Wossner,9999-01-01
225477,Shahab,Lalonde,9999-01-01
225480,Kiyomitsu,Rosiles,9999-01-01
225483,Dekang,Ponthieu,9999-01-01
225502,Serap,Cronau,9999-01-01
225506,Branimir,Ulupinar,9999-01-01
225508,Marko,Beeson,9999-01-01
225511,Shahar,Comyn,9999-01-01
225515,Huican,Paciorek,9999-01-01
225520,Kiam,Luef,9999-01-01
225537,Marin,Sifakis,9999-01-01
225543,Jinpo,Nicolson,9999-01-01
225552,Leon,Melski,9999-01-01
225560,Teruyuki,Randi,9999-01-01
225564,Luerbio,Collette,9999-01-01
225568,Chiranjit,Karnin,9999-01-01
225580,Yuchang,Bala,9999-01-01
225583,Gurbir,Argence,9999-01-01
225584,Ute,Mitsuhashi,9999-01-01
225597,Elvia,Lampe,9999-01-01
225599,Adas,Gimbel,9999-01-01
225602,Magdalena,Kumaresan,9999-01-01
225603,Nevin,Setia,9999-01-01
225618,Wojceich,Sridhar,9999-01-01
225640,Elvia,Bisiani,9999-01-01
225658,Eirik,Baaleh,9999-01-01
225684,Jouko,Gelosh,9999-01-01
225686,Fen,Schiper,9999-01-01
225697,Chenye,Danlos,9999-01-01
225714,Christoph,Szemeredi,9999-01-01
225728,Martina,Axelband,9999-01-01
225741,Yucai,Ciolek,9999-01-01
225751,Mingdong,Spelt,9999-01-01
225753,Urs,Erev,9999-01-01
225756,Uta,Aloisi,9999-01-01
225758,Aamod,Herath,9999-01-01
225766,Anneli,Suwa,9999-01-01
225771,Miyeon,Egerstedt,9999-01-01
225774,Ravishankar,Nittel,9999-01-01
225787,Susanta,Covnot,9999-01-01
225794,Nevin,Brandsma,9999-01-01
225795,Shigenori,Murrill,9999-01-01
225798,Martien,Hartvigsen,9999-01-01
225808,Menkae,Puppe,9999-01-01
225815,Lech,Vural,9999-01-01
225816,Sergi,Polupanov,9999-01-01
225821,Rance,Foote,9999-01-01
225825,Otilia,Bratsberg,9999-01-01
225832,Adamantios,Encarnacion,9999-01-01
225843,Aron,Rando,9999-01-01
225853,Vishv,Feldhoffer,9999-01-01
225863,Tianruo,Emiris,9999-01-01
225886,Marla,Dalton,9999-01-01
225892,Shuji,Erev,9999-01-01
225915,Zhonghui,Melski,9999-01-01
225927,Barun,Radwan,9999-01-01
225928,Achilleas,Eiron,9999-01-01
225929,Howell,Matzov,9999-01-01
225937,Gadiel,Begiun,9999-01-01
225945,Kensyu,Biros,9999-01-01
225946,Fayez,Lambe,9999-01-01
225949,Eran,Moehrke,9999-01-01
225969,Kwangsub,Cairo,9999-01-01
225970,Brewster,Baalen,9999-01-01
225975,Nathan,Bonifati,9999-01-01
225993,Serif,Griswold,9999-01-01
226003,Susanta,Tsukuda,9999-01-01
226005,Charmane,Marrakchi,9999-01-01
226008,Masoud,Schwaller,9999-01-01
226019,Qunsheng,Flanders,9999-01-01
226028,Arumugam,Murtafg,9999-01-01
226029,Huiqun,Uchoa,9999-01-01
226033,Zeljko,Ranze,9999-01-01
226036,Huican,Escriba,9999-01-01
226043,Fen,Aloia,9999-01-01
226056,Bezalel,Chinal,9999-01-01
226059,Zdislav,Gils,9999-01-01
226063,Chaoyi,Dayang,9999-01-01
226069,Gro,Schaad,9999-01-01
226082,Edwin,Gargeya,9999-01-01
226092,Moon,Teitelbaum,9999-01-01
226095,Sanjeeva,Angelov,9999-01-01
226097,Sungwon,Bednarek,9999-01-01
226153,Uli,Wrigley,9999-01-01
226189,Ramya,Weiland,9999-01-01
226193,Radhakrishnan,Meriste,9999-01-01
226199,Shay,Kuhnemann,9999-01-01
226202,Khun,Turnbull,9999-01-01
226203,Otilia,Iacovou,9999-01-01
226217,Roddy,Zlotek,9999-01-01
226237,Ramzi,Marletta,9999-01-01
226242,Holgard,Streng,9999-01-01
226290,Chiranjit,Bodoff,9999-01-01
226313,Ramalingam,Khalid,9999-01-01
226332,Elvia,Brookman,9999-01-01
226337,Baruch,Petereit,9999-01-01
226344,Duro,Chimia,9999-01-01
226351,Arumugam,Zschoche,9999-01-01
226355,Candida,Pollock,9999-01-01
226359,Shushma,Bressoud,9999-01-01
226362,Taizo,Bouloucos,9999-01-01
226382,Irena,Kranzdorf,9999-01-01
226412,Izaskun,Waeselynck,9999-01-01
226413,Gad,Leslie,9999-01-01
226421,Oldrich,Flanders,9999-01-01
226433,Tomofumi,Quadeer,9999-01-01
226446,Zijian,Strooper,9999-01-01
226471,Berna,Antonakopoulos,9999-01-01
226477,Venkatesan,Malabarba,9999-01-01
226479,Duro,Liedekerke,9999-01-01
226494,Kristina,Negoita,9999-01-01
226543,Dzung,Rosenbaum,9999-01-01
226547,Hauke,Mikschl,9999-01-01
226568,Bernardo,Kornyak,9999-01-01
226591,Hugo,Bergere,9999-01-01
226593,Dannz,Usery,9999-01-01
226598,Berhard,Leaver,9999-01-01
226600,Shai,Olano,9999-01-01
226609,JoAnna,Kleiser,9999-01-01
226613,Yannis,Cannata,9999-01-01
226629,Gonzalo,Kambil,9999-01-01
226631,Salvador,Sadowsky,9999-01-01
226635,Almudena,Liedekerke,9999-01-01
226648,Heeju,Keustermans,9999-01-01
226672,Yuchang,Birch,9999-01-01
226713,Atilio,Gornas,9999-01-01
226715,Ulf,Mahmud,9999-01-01
226719,Ebru,Remmele,9999-01-01
226749,Juyoung,Borstler,9999-01-01
226751,Kousuke,Dichev,9999-01-01
226762,Douadi,Renear,9999-01-01
226765,Shimshon,Salvesen,9999-01-01
226771,Christfried,Papadias,9999-01-01
226783,Subhankar,Qiwen,9999-01-01
226793,Yuchang,Chelton,9999-01-01
226796,Urs,Butterworth,9999-01-01
226800,Hiroyasu,Siegrist,9999-01-01
226814,Leen,Bottner,9999-01-01
226836,Bojan,Pramanik,9999-01-01
226844,Ulf,Slutz,9999-01-01
226846,Munenori,Pardalos,9999-01-01
226855,Pranas,Junet,9999-01-01
226859,Angel,Riefers,9999-01-01
226861,Gino,Erev,9999-01-01
226872,Jinpo,Dengi,9999-01-01
226889,Chiradeep,Shiratori,9999-01-01
226904,Bluma,Schrooten,9999-01-01
226905,Shuichi,Felder,9999-01-01
226918,Malu,Landherr,9999-01-01
226924,Abdelghani,Heijenga,9999-01-01
226945,Ekawit,Kossowski,9999-01-01
226949,Vishwani,Ambroszkiewicz,9999-01-01
226961,Lenore,Perly,9999-01-01
226973,Reinhard,Peac,9999-01-01
226975,Suvo,Krohn,9999-01-01
226988,Shietung,Ramsey,9999-01-01
227005,Qunsheng,Meszaros,9999-01-01
227016,Weiwu,Lund,9999-01-01
227025,Baruch,Shokrollahi,9999-01-01
227062,Kristian,Ranta,9999-01-01
227064,Chrisa,Feldmann,9999-01-01
227067,Basem,Eickenmeyer,9999-01-01
227088,Menkae,Perna,9999-01-01
227097,Almudena,Simmen,9999-01-01
227098,Foong,Ecklund,9999-01-01
227103,Shigenori,Sethi,9999-01-01
227115,Takahira,Schaaf,9999-01-01
227145,Candido,Ghelli,9999-01-01
227148,Shao,Ramsak,9999-01-01
227155,Turgut,Kushner,9999-01-01
227171,Anneke,Caine,9999-01-01
227178,Prodip,Nitta,9999-01-01
227195,Paloma,Delgrange,9999-01-01
227209,Alair,Schauser,9999-01-01
227215,Atreyi,Cooman,9999-01-01
227231,Ramachenga,Crouzet,9999-01-01
227235,Guozhong,Iisaku,9999-01-01
227262,Deniz,Menyhert,9999-01-01
227272,Udaiprakash,Farrar,9999-01-01
227301,Howell,Deville,9999-01-01
227303,Roselyn,Aamodt,9999-01-01
227304,Mariangiola,Gischer,9999-01-01
227311,Mabo,Fordan,9999-01-01
227327,Valeri,Uchoa,9999-01-01
227347,Jiong,Bahr,9999-01-01
227353,Xinyu,Molenaar,9999-01-01
227362,Tzvetan,Murtha,9999-01-01
227381,Chinya,Rosch,9999-01-01
227388,Shai,Zirintsis,9999-01-01
227406,Paddy,Beausoleil,9999-01-01
227424,Moto,Pulkowski,9999-01-01
227434,Susanna,Solares,9999-01-01
227461,Avishai,Quittner,9999-01-01
227462,Arumugam,Skrikant,9999-01-01
227463,Boutros,Veldwijk,9999-01-01
227465,Luisa,Lorie,9999-01-01
227485,Stafford,Schwaller,9999-01-01
227487,Yagil,Emmart,9999-01-01
227491,Cathie,Trumbly,9999-01-01
227511,Sakthirel,Cusworth,9999-01-01
227520,Nakhoon,Miake,9999-01-01
227535,Yonghong,Ernst,9999-01-01
227546,Billur,Strandh,9999-01-01
227552,Barna,Selvestrel,9999-01-01
227553,Eirik,Welham,9999-01-01
227570,Adhemar,Trystram,9999-01-01
227578,Moheb,Langford,9999-01-01
227580,Zejun,Coors,9999-01-01
227581,Hiroyasu,Zlotek,9999-01-01
227604,Leandro,Ramamoorthy,9999-01-01
227608,Jamaludin,Gischer,9999-01-01
227611,Qiwen,Leslie,9999-01-01
227620,Maik,Roccetti,9999-01-01
227621,Aron,Hiyoshi,9999-01-01
227628,Rajmohan,Emden,9999-01-01
227634,Dhritiman,Thombley,9999-01-01
227682,Shuji,Lyonns,9999-01-01
227687,Tuval,Halloran,9999-01-01
227691,Heping,Ranst,9999-01-01
227699,Felicidad,Felcyn,9999-01-01
227708,Fei,Kruskal,9999-01-01
227722,Katsuo,Whitcomb,9999-01-01
227729,Sajjad,Erdmenger,9999-01-01
227743,Breannda,Chinin,9999-01-01
227762,Ortrun,Picaronny,9999-01-01
227772,Yucel,Parhami,9999-01-01
227776,Saddek,Perelgut,9999-01-01
227801,Shuzo,Gruenwald,9999-01-01
227802,Vitali,Picel,9999-01-01
227805,Honglan,Tomescu,9999-01-01
227810,Suebskul,Ranst,9999-01-01
227832,Uinam,Doering,9999-01-01
227851,Dung,Portugali,9999-01-01
227855,Geoff,Androutsos,9999-01-01
227867,Mart,Khalil,9999-01-01
227897,Sreekrishna,Yamaashi,9999-01-01
227899,Sandeepan,McAlpine,9999-01-01
227901,Hirochika,Milicic,9999-01-01
227938,Mang,Moffat,9999-01-01
227965,Uri,Assaf,9999-01-01
227966,Alper,Oskamp,9999-01-01
227984,Gino,Diderrich,9999-01-01
227986,Junichi,Lienhardt,9999-01-01
227991,Tristan,Msuda,9999-01-01
228003,Leaf,Merro,9999-01-01
228008,Guoxiang,Sifakis,9999-01-01
228019,Sanjoy,Binding,9999-01-01
228024,Dines,Penn,9999-01-01
228038,Martine,Codenie,9999-01-01
228044,Kristina,Ecklund,9999-01-01
228064,Shuichi,Ramalingam,9999-01-01
228069,Tommaso,Gilg,9999-01-01
228071,Ayonca,Geffroy,9999-01-01
228077,Munenori,Busillo,9999-01-01
228088,Arch,Walston,9999-01-01
228098,Jiang,Ariola,9999-01-01
228100,Mayuko,Moffat,9999-01-01
228120,Avishai,Azevdeo,9999-01-01
228152,Poorav,Hegner,9999-01-01
228155,Toshimitsu,Verhoeff,9999-01-01
228192,Dinah,McAffer,9999-01-01
228211,Tse,Delgrange,9999-01-01
228221,Shunichi,Wiegley,9999-01-01
228230,Navin,Schauser,9999-01-01
228237,Arunas,Xiaoshan,9999-01-01
228242,Chinho,Kaltofen,9999-01-01
228243,Sariel,Baig,9999-01-01
228279,Masamitsu,Beilner,9999-01-01
228291,Toshimori,Gulak,9999-01-01
228354,Aiichiro,Eiron,9999-01-01
228359,Jingling,Orlowski,9999-01-01
228364,Mamdouh,Wendorf,9999-01-01
228376,Ferdinand,Perri,9999-01-01
228395,Martijn,Merlo,9999-01-01
228404,Reinhold,Ducloy,9999-01-01
228411,Gianluca,Cannata,9999-01-01
228454,Zissis,Litvinov,9999-01-01
228466,Xiaocheng,Marquardt,9999-01-01
228480,Shaw,Sgarro,9999-01-01
228490,Munir,Masamoto,9999-01-01
228500,Mokhtar,Weisert,9999-01-01
228505,Ranan,Anguita,9999-01-01
228516,Aram,Constantine,9999-01-01
228522,Shaowei,Goodrum,9999-01-01
228529,Candida,Alvarado,9999-01-01
228538,Jahangir,Deville,9999-01-01
228540,Naftali,Chachaty,9999-01-01
228558,Arve,Marsiglia,9999-01-01
228561,Mark,Weiland,9999-01-01
228567,Mong,Manderick,9999-01-01
228578,Abdelkader,Caine,9999-01-01
228580,Kristina,Luan,9999-01-01
228586,Younwoo,Andreotta,9999-01-01
228611,Bernice,Isaak,9999-01-01
228628,Abdulla,Kropf,9999-01-01
228630,Flemming,Kornatzky,9999-01-01
228639,Mani,Narlikar,9999-01-01
228657,Uri,Reistad,9999-01-01
228664,Anneke,Ponthieu,9999-01-01
228673,Stamatina,Maierhofer,9999-01-01
228684,Basim,Barreiro,9999-01-01
228693,Shounak,Peck,9999-01-01
228707,Gill,Ritcey,9999-01-01
228708,Tsuneo,Lagarias,9999-01-01
228719,Shigeo,Kamble,9999-01-01
228727,Shih,Validov,9999-01-01
228728,Mabo,Cairo,9999-01-01
228736,Feipei,Christianini,9999-01-01
228758,Barun,Velasco,9999-01-01
228759,Peer,Chaudhuri,9999-01-01
228787,George,Businaro,9999-01-01
228791,Mana,Viele,9999-01-01
228796,Annemarie,Eiter,9999-01-01
228806,Claude,Werthner,9999-01-01
228813,Boguslaw,Wolniewicz,9999-01-01
228815,Baoqiu,Coney,9999-01-01
228822,Sajjad,Lorch,9999-01-01
228824,Uzi,Kakkar,9999-01-01
228846,Amalendu,Thiran,9999-01-01
228859,Shaunak,Leijenhorst,9999-01-01
228891,Taegyun,Varker,9999-01-01
228895,Garnik,Dulli,9999-01-01
228913,Harngdar,Petersohn,9999-01-01
228926,Lucien,Kabayashi,9999-01-01
228936,Alois,Kakkar,9999-01-01
228942,Honglan,Deverell,9999-01-01
228947,Shunichi,Ventosa,9999-01-01
228956,Idoia,Conia,9999-01-01
228959,Adam,Gurbaxani,9999-01-01
228963,Elgin,Vrecion,9999-01-01
228971,Alejandra,Farrow,9999-01-01
228987,Shigeaki,Farris,9999-01-01
228999,Dung,Sethi,9999-01-01
229011,Kwangho,Warwick,9999-01-01
229016,Abdelkader,Emden,9999-01-01
229025,Subhada,Sluis,9999-01-01
229034,Yongdong,Morris,9999-01-01
229069,Luigi,Panwar,9999-01-01
229074,Arnould,Rosar,9999-01-01
229090,Arvind,Manderick,9999-01-01
229094,Koichi,Setlzner,9999-01-01
229103,Shiv,Bolotov,9999-01-01
229155,Willard,Reghbati,9999-01-01
229158,Kerhong,Kandlur,9999-01-01
229160,Odysseas,Swen,9999-01-01
229161,Jagoda,Slaats,9999-01-01
229162,Emdad,Lundstrom,9999-01-01
229178,Brewster,Waleschkowski,9999-01-01
229182,Visit,Ruemmler,9999-01-01
229211,Zhiwei,Pietracaprina,9999-01-01
229224,Lenore,Soicher,9999-01-01
229248,Berry,Birch,9999-01-01
229254,Mads,Pettey,9999-01-01
229267,Elvia,Demir,9999-01-01
229275,Navin,Birge,9999-01-01
229288,Wojceich,Ramsay,9999-01-01
229295,Fen,Kornyak,9999-01-01
229297,Waiman,Ghalwash,9999-01-01
229302,Freyja,Uhrig,9999-01-01
229307,Hatem,Schrooten,9999-01-01
229312,Takahira,Spelt,9999-01-01
229318,Perla,Noriega,9999-01-01
229319,Girolamo,Demos,9999-01-01
229322,Kwangsub,Harnett,9999-01-01
229336,Sachin,Leaver,9999-01-01
229340,Godehard,Rindone,9999-01-01
229355,Kaijung,Einsfeld,9999-01-01
229367,Shakhar,Loncour,9999-01-01
229373,Takahiro,Piancastelli,9999-01-01
229390,Shuichi,Sommen,9999-01-01
229395,Shin,Lagarias,9999-01-01
229400,Gita,Katalagarianos,9999-01-01
229412,Frazer,Lichtman,9999-01-01
229448,Gian,Range,9999-01-01
229469,Genevieve,Bennet,9999-01-01
229488,Kinh,Rikino,9999-01-01
229494,Subhankar,Angot,9999-01-01
229495,Larisa,Antonakopoulos,9999-01-01
229496,Jinya,Linnainmaa,9999-01-01
229512,Nimmagadda,Haldar,9999-01-01
229524,Honesty,Dulin,9999-01-01
