emp_no,first_name,last_name,birth_date,from_date,to_date,title
226517,Kannan,Meriste,1965-01-15,1994-09-23,9999-01-01,Staff
226685,Nathalie,Luke,1965-01-28,1999-05-06,9999-01-01,Senior Staff
226745,Tokuyasu,Xiaoshan,1965-01-14,2000-02-10,9999-01-01,Engineer
226902,Gio,Orsini,1965-01-02,1989-02-21,9999-01-01,Senior Engineer
226917,Shooichi,Vandervoorde,1965-01-03,1988-06-17,9999-01-01,Staff
228272,Oscar,Oppitz,1965-01-08,1989-08-02,9999-01-01,Senior Engineer
228334,Danel,Petereit,1965-01-24,1991-08-02,9999-01-01,Assistant Engineer
228405,Kazuhiko,Gornas,1965-01-02,1987-11-23,9999-01-01,Technique Leader
228591,Kazuhide,Snedden,1965-01-27,1988-03-08,9999-01-01,Senior Staff
228631,Michaela,Otillio,1965-01-11,1991-02-01,9999-01-01,Senior Staff
228714,Gino,Uehara,1965-01-07,1986-03-25,9999-01-01,Assistant Engineer
228742,Arunachalam,Magliocco,1965-01-20,1998-01-31,9999-01-01,Staff
228885,Ymte,Dalton,1965-02-01,1995-12-31,9999-01-01,Senior Staff
229124,Heon,Broomell,1965-01-15,1986-07-10,9999-01-01,Assistant Engineer
229413,Nikolaos,Bamford,1965-01-22,1994-11-09,9999-01-01,Senior Engineer
229978,Ung,Orlowski,1965-01-29,1991-03-08,9999-01-01,Senior Staff
230111,Susuma,Kitsuregawa,1965-01-27,1997-06-14,9999-01-01,Engineer
230501,Mariangiola,Bolsens,1965-01-28,1986-03-07,9999-01-01,Senior Engineer
230582,Mabhin,Eastman,1965-01-06,1997-05-03,9999-01-01,Senior Engineer
230624,Hidde,Riexinger,1965-01-02,1999-02-26,9999-01-01,Senior Staff
230719,Frazer,Barbanera,1965-01-19,1992-08-10,9999-01-01,Senior Engineer
230784,Raimond,Solovay,1965-01-04,1999-08-03,9999-01-01,Engineer
230902,Khosrow,Erez,1965-01-29,1987-09-23,9999-01-01,Engineer
230946,Niranjan,Lamba,1965-01-30,1998-08-23,9999-01-01,Senior Staff
231058,Garnik,Randt,1965-01-14,1985-02-25,9999-01-01,Engineer
231064,Aemilian,Zedlitz,1965-01-28,1997-04-08,9999-01-01,Engineer
231099,Zhaofang,Falster,1965-01-07,1996-07-06,9999-01-01,Senior Staff
231337,Mariangiola,Bashian,1965-01-13,1991-11-05,9999-01-01,Assistant Engineer
231409,Renny,Bednarek,1965-01-02,1996-10-11,9999-01-01,Senior Engineer
231780,Shichao,Thiria,1965-01-03,1990-10-21,9999-01-01,Staff
232171,Kenton,Miara,1965-01-08,1995-04-28,9999-01-01,Staff
232288,Abdulah,Remmele,1965-01-06,1991-07-19,9999-01-01,Engineer
232475,Junichi,Rubsam,1965-01-04,1990-02-10,9999-01-01,Senior Staff
233063,Takushi,Strehl,1965-01-20,2002-05-06,9999-01-01,Staff
233658,Mariusz,Tokunaga,1965-01-30,1997-09-07,9999-01-01,Staff
234018,Seshu,Kolvik,1965-01-01,1996-08-09,9999-01-01,Staff
234594,Danco,Luff,1965-01-14,1987-06-24,9999-01-01,Senior Engineer
234609,Kagan,Dredge,1965-02-01,1991-01-07,9999-01-01,Engineer
234739,Nathan,Vendrig,1965-01-10,1995-08-03,9999-01-01,Technique Leader
234822,Theron,Itschner,1965-01-19,1990-05-12,9999-01-01,Senior Staff
234830,Jacqueline,Zallocco,1965-01-24,1986-02-07,9999-01-01,Senior Engineer
234870,Salvador,Peres,1965-01-01,1991-09-21,9999-01-01,Engineer
234955,Xuejun,Reeker,1965-01-19,1990-11-03,9999-01-01,Staff
235009,Vasilis,Waleschkowski,1965-01-11,1992-09-14,9999-01-01,Engineer
235462,Moni,Staudhammer,1965-01-03,1989-01-23,9999-01-01,Staff
235565,Paddy,Zumaque,1965-01-03,1991-02-11,9999-01-01,Engineer
235782,Yongdong,Jiang,1965-01-18,1997-05-07,9999-01-01,Senior Staff
235805,Paris,Range,1965-01-15,1988-12-24,9999-01-01,Staff
235900,Jahangir,Kroft,1965-01-19,1988-07-10,9999-01-01,Staff
236253,Supot,Badache,1965-01-17,1993-08-06,9999-01-01,Engineer
236260,Danco,Rajala,1965-01-31,1994-07-24,9999-01-01,Senior Staff
236636,Serap,Bahi,1965-01-29,1988-09-07,9999-01-01,Engineer
236731,Karsten,Kawashima,1965-01-07,1989-02-25,9999-01-01,Staff
236820,Huican,Lunn,1965-01-07,2001-08-14,9999-01-01,Engineer
236844,Sandeepan,Kulisch,1965-01-13,1987-09-09,9999-01-01,Senior Staff
236849,Gopalakrishnan,Mawatari,1965-01-25,1994-11-20,9999-01-01,Senior Staff
236983,Weijing,Viele,1965-01-19,1996-12-27,9999-01-01,Senior Staff
237357,Feiyu,Hemaspaandra,1965-01-20,1999-03-14,9999-01-01,Staff
237596,Torsten,Ranta,1965-01-20,1989-04-24,9999-01-01,Staff
237801,Jaques,Navazio,1965-01-25,1988-10-09,9999-01-01,Assistant Engineer
237830,Haldun,Compeau,1965-01-21,1985-06-11,9999-01-01,Senior Engineer
237848,Jaques,Gecsei,1965-01-18,1997-05-29,9999-01-01,Staff
237877,Adil,Kieras,1965-01-02,1995-11-18,9999-01-01,Senior Engineer
238107,Ronghao,Alpin,1965-01-09,2001-08-21,9999-01-01,Senior Engineer
238185,Jamaludin,Kalorkoti,1965-01-12,1999-11-16,9999-01-01,Staff
238220,Hatsukazu,Rosca,1965-01-11,1991-08-05,9999-01-01,Engineer
238244,Ghassan,Androutsos,1965-01-21,1989-11-30,9999-01-01,Engineer
238260,Chenyi,Demian,1965-01-17,1988-07-18,9999-01-01,Senior Engineer
238319,Nimmagadda,Kusakari,1965-01-13,1997-07-15,9999-01-01,Senior Engineer
238942,Theron,Billawala,1965-01-23,1988-12-10,9999-01-01,Staff
239112,Hugh,Senzako,1965-01-27,1990-02-02,9999-01-01,Senior Engineer
239263,Mona,Luck,1965-01-29,1991-03-24,9999-01-01,Senior Engineer
239274,Alassane,Wolniewicz,1965-01-28,1989-06-29,9999-01-01,Senior Staff
239341,Seshu,Hiraishi,1965-01-08,1988-03-25,9999-01-01,Technique Leader
239444,Adas,Chinen,1965-01-13,1993-08-22,9999-01-01,Senior Staff
239506,Subhada,Emmerich,1965-01-09,1993-09-30,9999-01-01,Engineer
239545,Yongqiao,Francisci,1965-01-06,1994-08-24,9999-01-01,Senior Engineer
239578,Tadanori,Fujisawa,1965-01-12,1997-08-29,9999-01-01,Senior Engineer
239594,Fumiya,Chappelet,1965-01-03,1995-02-17,9999-01-01,Senior Staff
240079,Erzsebet,Setiz,1965-01-22,1999-02-26,9999-01-01,Engineer
240583,Xiong,Roisin,1965-01-07,1985-11-18,9999-01-01,Senior Staff
240618,Janalee,Lanzelotte,1965-01-19,1989-02-16,9999-01-01,Senior Engineer
240656,Kersti,Marsiglia,1965-01-17,1989-07-04,9999-01-01,Assistant Engineer
240916,Khalil,Gien,1965-01-06,1998-03-21,9999-01-01,Engineer
241006,Amabile,Koyama,1965-01-24,1993-06-24,9999-01-01,Engineer
241378,Bedir,Reeken,1965-01-22,1991-06-30,9999-01-01,Engineer
241601,Masamitsu,Back,1965-01-06,1992-03-28,9999-01-01,Senior Engineer
241682,Visit,Thiran,1965-01-31,1988-09-24,9999-01-01,Staff
241907,Hideo,Varman,1965-01-21,1992-12-02,9999-01-01,Engineer
241912,Poorav,Ranst,1965-01-05,1999-01-30,9999-01-01,Engineer
242056,Adamantios,Matzat,1965-01-11,1987-08-07,9999-01-01,Staff
242114,Irena,Gulla,1965-01-17,1987-01-18,9999-01-01,Engineer
242146,Alair,Straney,1965-01-06,1990-02-12,9999-01-01,Staff
242282,Kwangjo,Hiltgen,1965-01-20,1995-02-20,9999-01-01,Engineer
242424,Nitsan,Nollmann,1965-01-19,1995-04-03,9999-01-01,Engineer
242690,Flemming,Driscoll,1965-01-02,1994-03-08,9999-01-01,Technique Leader
242812,Toshiko,Ibel,1965-01-16,1993-04-22,9999-01-01,Engineer
242915,Nalini,Perly,1965-01-24,1999-10-28,9999-01-01,Staff
242981,Qunsheng,Birrer,1965-01-25,2001-08-30,9999-01-01,Senior Engineer
243084,Bojan,Montresor,1965-01-02,2001-04-18,9999-01-01,Senior Engineer
243285,Make,Olivero,1965-02-01,1990-02-06,9999-01-01,Engineer
243463,Keiichiro,Miyakawa,1965-01-06,1989-05-19,9999-01-01,Technique Leader
243665,Monique,Baer,1965-01-12,1996-05-24,9999-01-01,Senior Staff
244409,Greger,Babb,1965-01-28,2000-01-12,9999-01-01,Senior Staff
244870,Takushi,Skogmar,1965-01-11,1994-07-18,9999-01-01,Senior Staff
244961,Sahrah,Rosis,1965-01-15,1986-06-04,9999-01-01,Senior Engineer
245085,Moie,Lieblein,1965-01-16,1985-09-19,9999-01-01,Engineer
245251,Yinghua,Panwar,1965-01-12,1991-03-11,9999-01-01,Senior Engineer
245330,Berthier,Pramanik,1965-01-21,1999-06-09,9999-01-01,Assistant Engineer
245382,Jaques,Standera,1965-01-29,1986-09-14,9999-01-01,Senior Staff
245799,Olivera,Bharadwaj,1965-01-09,1987-05-20,9999-01-01,Engineer
245816,Hercules,Speer,1965-01-07,1999-11-29,9999-01-01,Engineer
246822,Ohad,Henders,1965-01-24,1987-04-25,9999-01-01,Engineer
246852,Wojceich,Limongiello,1965-01-30,2002-07-20,9999-01-01,Senior Engineer
247301,Dines,DeMori,1965-01-17,1997-02-03,9999-01-01,Senior Staff
247749,Erez,Luft,1965-01-17,1994-10-22,9999-01-01,Senior Staff
247895,Kerhong,Lorho,1965-01-07,1990-11-25,9999-01-01,Senior Staff
248063,Lena,Giaccio,1965-01-01,1988-04-15,9999-01-01,Senior Engineer
248289,Rasikan,Barreiro,1965-01-19,1988-02-17,9999-01-01,Engineer
248748,Charlene,Verspoor,1965-01-12,1988-04-13,9999-01-01,Engineer
249930,Kousuke,Levasseur,1965-01-03,1986-12-13,9999-01-01,Staff
250350,Douadi,Sullins,1965-01-10,1985-12-11,9999-01-01,Senior Engineer
250475,Tzvetan,Scharstein,1965-01-16,1998-07-21,9999-01-01,Staff
250895,Filipp,Hasham,1965-01-01,1998-08-30,9999-01-01,Engineer
250962,Fabrizio,Usery,1965-01-18,1998-06-11,9999-01-01,Senior Engineer
251022,Manton,Schapiro,1965-01-01,1994-10-07,9999-01-01,Senior Staff
251561,Chinho,Collette,1965-01-10,1993-01-16,9999-01-01,Senior Engineer
251676,Aimee,Billawala,1965-01-07,1988-02-18,9999-01-01,Staff
251979,Leszek,Marchegay,1965-01-03,1986-06-02,9999-01-01,Senior Engineer
251990,Claudi,Heijenga,1965-01-12,1991-02-06,9999-01-01,Senior Staff
252121,Martijn,DiGiano,1965-01-15,1999-04-18,9999-01-01,Senior Staff
252337,Zengping,Cusworth,1965-01-05,1998-05-25,9999-01-01,Senior Engineer
252515,Navid,Luke,1965-01-08,1985-08-14,9999-01-01,Engineer
252725,Siddarth,Masada,1965-01-06,1990-03-21,9999-01-01,Engineer
252729,Terresa,Milicia,1965-01-07,1986-05-15,9999-01-01,Staff
252923,Aksel,Gire,1965-01-07,1994-01-26,9999-01-01,Senior Staff
253133,Christfried,Atrawala,1965-01-14,1987-01-29,9999-01-01,Senior Engineer
253364,Shir,Krone,1965-01-04,1998-04-08,9999-01-01,Staff
253510,Marke,Klerer,1965-01-23,1993-07-18,9999-01-01,Senior Staff
253866,Shaw,Kading,1965-01-08,2001-12-17,9999-01-01,Engineer
253898,Vatsa,Ramsay,1965-01-20,1986-05-12,9999-01-01,Senior Staff
254095,Heping,Skrikant,1965-01-15,1997-07-22,9999-01-01,Technique Leader
254124,Kousuke,Worfolk,1965-01-28,1991-04-04,9999-01-01,Engineer
254233,Irena,Cesareni,1965-01-27,1999-06-23,9999-01-01,Staff
254253,Xinglin,Busillo,1965-01-23,1992-11-17,9999-01-01,Senior Engineer
254490,Prasadram,Bultermann,1965-01-13,1987-04-07,9999-01-01,Senior Staff
254512,Udi,Rullman,1965-01-03,1994-09-15,9999-01-01,Staff
254668,Berna,Schonegge,1965-01-18,1994-11-23,9999-01-01,Engineer
255092,Eldridge,Kawashima,1965-01-28,1991-02-03,9999-01-01,Assistant Engineer
255177,Heping,Peac,1965-01-09,1986-10-16,9999-01-01,Staff
255251,Oscar,Baumann,1965-01-01,1992-04-29,9999-01-01,Senior Engineer
255595,Van,Nations,1965-01-25,1993-10-18,9999-01-01,Senior Engineer
255748,Gaurav,Roison,1965-01-31,1997-10-12,9999-01-01,Engineer
255966,Masako,Dechter,1965-01-11,1999-09-01,9999-01-01,Staff
256146,Fay,Cochrane,1965-01-11,1996-02-09,9999-01-01,Staff
256331,Hercules,Kabayashi,1965-01-22,1988-09-12,9999-01-01,Senior Engineer
256449,DAIDA,Nooteboom,1965-01-16,1985-06-29,9999-01-01,Senior Engineer
256810,Yuping,Papastamatiou,1965-01-30,1992-11-21,9999-01-01,Senior Staff
256922,Takahiro,Dalton,1965-01-22,1995-10-25,9999-01-01,Senior Staff
256984,Aram,Passino,1965-01-29,1988-02-28,9999-01-01,Senior Staff
257160,Gennady,Rouquie,1965-01-31,1994-01-30,9999-01-01,Engineer
257216,Dmitri,Rousseau,1965-01-17,1995-02-22,9999-01-01,Senior Staff
257257,Aleksander,Schaaf,1965-01-22,1993-07-09,9999-01-01,Assistant Engineer
257315,Maria,Miculan,1965-01-08,1997-11-01,9999-01-01,Senior Engineer
257401,Kirk,Zongker,1965-01-07,1986-05-09,9999-01-01,Staff
257569,Stabislas,Kakkad,1965-01-22,1990-09-08,9999-01-01,Senior Staff
257638,Paris,Restivo,1965-01-15,1998-08-05,9999-01-01,Senior Engineer
257902,Make,Heuser,1965-01-13,1993-02-15,9999-01-01,Staff
257991,Kamakshi,Hebert,1965-01-05,1987-09-18,9999-01-01,Senior Staff
258024,Shiv,Vilarrasa,1965-01-05,1989-10-30,9999-01-01,Senior Engineer
258794,Mong,Dichev,1965-01-18,1999-07-26,9999-01-01,Senior Staff
258943,Chiradeep,Arlazarov,1965-01-23,1990-11-15,9999-01-01,Staff
259214,Jahangir,Bernatsky,1965-01-30,1987-12-06,9999-01-01,Senior Staff
260009,Hinrich,Perin,1965-02-01,1987-09-30,9999-01-01,Senior Engineer
260209,Selwyn,Henseler,1965-01-11,1987-04-01,9999-01-01,Engineer
260280,Udo,Waymire,1965-01-31,1998-06-02,9999-01-01,Senior Engineer
260446,Selwyn,Munoz,1965-01-25,1998-07-01,9999-01-01,Engineer
260535,Boalin,Tramer,1965-01-25,1991-11-04,9999-01-01,Staff
260842,DAIDA,Frolund,1965-01-10,1996-06-25,9999-01-01,Staff
260959,Chanjung,Raoux,1965-01-23,1991-11-20,9999-01-01,Senior Staff
261278,Jaihie,Ozeri,1965-01-15,1997-05-15,9999-01-01,Staff
261297,Jacopo,Krohm,1965-01-02,1995-01-08,9999-01-01,Senior Staff
261358,Radhika,Bonifati,1965-01-15,1993-04-04,9999-01-01,Engineer
262221,Bartek,Snyers,1965-01-17,1998-01-31,9999-01-01,Staff
262231,Arra,Esposito,1965-01-22,2000-01-20,9999-01-01,Staff
262350,Taiji,Berstel,1965-01-14,1985-12-08,9999-01-01,Engineer
262372,Shigeichiro,Brattka,1965-01-07,1985-03-25,9999-01-01,Senior Staff
262981,Gou,Thombley,1965-01-17,1996-04-21,9999-01-01,Engineer
262982,Alair,Nanard,1965-01-03,1995-03-10,9999-01-01,Engineer
263007,Lobel,Aloia,1965-01-29,1994-10-09,9999-01-01,Senior Staff
263179,Gao,Lally,1965-01-03,1994-04-26,9999-01-01,Senior Engineer
263669,Berni,Takkinen,1965-01-07,1990-03-17,9999-01-01,Engineer
263713,Chinya,Leslie,1965-01-24,1992-06-06,9999-01-01,Engineer
263748,Arne,Kohling,1965-01-15,1986-07-07,9999-01-01,Senior Engineer
263815,Fai,Keirsey,1965-01-11,1997-07-20,9999-01-01,Senior Staff
263938,Stein,Perng,1965-01-23,1997-02-25,9999-01-01,Staff
264363,Mohammed,Georg,1965-01-24,1996-02-11,9999-01-01,Engineer
264403,Gina,Ossenbruggen,1965-01-06,1995-06-02,9999-01-01,Senior Engineer
264761,Nechama,Ermel,1965-01-24,1989-03-07,9999-01-01,Engineer
264816,Xiaoqiu,Pietracaprina,1965-01-22,1998-07-25,9999-01-01,Engineer
264850,Kamakshi,Schusler,1965-01-02,1995-03-06,9999-01-01,Assistant Engineer
265019,Mohan,Picht,1965-01-01,1996-03-05,9999-01-01,Engineer
265138,Manohar,Rothenberg,1965-01-15,1996-01-24,9999-01-01,Technique Leader
265200,Soenke,Zaumen,1965-01-14,1988-03-17,9999-01-01,Senior Engineer
265268,Khoa,Bahk,1965-01-13,1989-12-30,9999-01-01,Staff
265309,Luisa,Baig,1965-01-09,1997-12-28,9999-01-01,Staff
265321,Mang,Sundgren,1965-01-01,1987-11-15,9999-01-01,Engineer
265389,Ranga,Plesums,1965-01-29,1996-05-08,9999-01-01,Engineer
265751,Qiwen,Kriebel,1965-01-08,1996-12-26,9999-01-01,Engineer
266792,Tetsurou,Schreiter,1965-01-24,1998-08-03,9999-01-01,Senior Engineer
266849,Aloke,Neiman,1965-01-13,1992-04-16,9999-01-01,Senior Staff
267007,Shounak,Dratva,1965-01-07,1990-12-28,9999-01-01,Staff
267362,Xumin,Beidas,1965-01-31,1987-04-18,9999-01-01,Staff
267636,Indrajit,Krogh,1965-01-09,1995-05-20,9999-01-01,Senior Staff
267678,Yakichi,Naumovich,1965-01-21,1993-10-12,9999-01-01,Engineer
267838,Foong,Gargeya,1965-01-28,1995-03-18,9999-01-01,Senior Engineer
267857,Jackson,Zielinski,1965-02-01,1999-06-06,9999-01-01,Senior Staff
268159,Thanasis,Standera,1965-01-11,1989-02-03,9999-01-01,Senior Staff
268216,George,Atchley,1965-01-28,1999-04-06,9999-01-01,Staff
268408,Mabhin,Foote,1965-01-06,1998-06-29,9999-01-01,Assistant Engineer
268751,Shahaf,Kitai,1965-01-13,1985-09-29,9999-01-01,Senior Staff
268815,Ramya,Azadmanesh,1965-01-17,1992-03-02,9999-01-01,Senior Staff
268944,Kaijung,Papadias,1965-01-12,1994-11-11,9999-01-01,Assistant Engineer
269197,Val,Rissanen,1965-01-19,1994-11-26,9999-01-01,Staff
269381,Pramod,Wendorf,1965-01-21,1998-11-27,9999-01-01,Senior Staff
269454,Mohit,Verhaegen,1965-01-14,1992-07-03,9999-01-01,Senior Engineer
269710,Hirochika,Goldhammer,1965-02-01,1992-01-18,9999-01-01,Staff
269871,Yuping,Sethi,1965-01-24,1990-07-12,9999-01-01,Staff
270156,Adly,Hambrick,1965-01-16,1998-07-31,9999-01-01,Senior Engineer
270732,Yoshinari,Lanteri,1965-01-07,1996-12-12,9999-01-01,Engineer
270945,Remzi,Mitzlaff,1965-01-22,1991-10-02,9999-01-01,Engineer
271145,Shietung,Gelosh,1965-01-18,1994-10-24,9999-01-01,Senior Staff
271588,Sreenivas,Versino,1965-01-29,1996-11-08,9999-01-01,Engineer
272092,Sampalli,Francisci,1965-01-29,2002-06-20,9999-01-01,Engineer
272761,Larisa,Murtafg,1965-01-14,1999-07-21,9999-01-01,Engineer
272820,Somnath,Cummings,1965-01-05,1989-01-28,9999-01-01,Senior Staff
273124,Jinxi,Schmiedel,1965-01-15,1991-10-04,9999-01-01,Senior Engineer
273237,Ramya,Rossi,1965-01-09,1985-07-20,9999-01-01,Staff
273497,Jaber,Sethi,1965-01-11,1987-07-09,9999-01-01,Senior Engineer
273520,Alenka,Barriga,1965-01-28,1995-04-20,9999-01-01,Senior Engineer
274328,Abdelghani,Nyrup,1965-01-22,1991-06-26,9999-01-01,Engineer
274551,Berna,Comellas,1965-01-02,1992-05-24,9999-01-01,Staff
275101,Tokuyasu,Ghelli,1965-01-19,1998-06-16,9999-01-01,Engineer
275434,Shahid,Varman,1965-01-30,1991-08-13,9999-01-01,Engineer
275736,Lakshmi,Frijda,1965-01-06,1992-06-17,9999-01-01,Technique Leader
275878,Kwan,Kampfer,1965-01-01,1989-05-04,9999-01-01,Engineer
275899,Herb,Picht,1965-01-12,1985-08-07,9999-01-01,Engineer
276392,Hiroyasu,Strandh,1965-01-05,1994-09-08,9999-01-01,Staff
276534,Bezalel,Verhoeff,1965-01-26,1999-06-10,9999-01-01,Senior Engineer
276770,Boalin,Birsak,1965-01-26,1997-05-19,9999-01-01,Staff
276936,Stepehn,Markovitch,1965-01-11,1999-09-09,9999-01-01,Staff
277417,Mariusz,Rikino,1965-01-07,1998-06-20,9999-01-01,Technique Leader
277466,Margareta,Bondorf,1965-01-13,1989-05-15,9999-01-01,Staff
277911,Sivanarayana,Chandrasekhar,1965-01-02,1991-01-16,9999-01-01,Engineer
277943,Tsuneo,Skrikant,1965-01-03,1990-06-12,9999-01-01,Senior Staff
278385,Huei,Saoudi,1965-01-12,1995-02-04,9999-01-01,Engineer
278442,Kamakshi,Huhdanpaa,1965-01-25,1991-09-20,9999-01-01,Staff
278684,Ranga,Lemarechal,1965-01-18,1995-08-09,9999-01-01,Staff
278788,Sachin,Zlotek,1965-01-12,1996-09-18,9999-01-01,Assistant Engineer
278798,Baziley,Brookner,1965-01-27,1999-11-07,9999-01-01,Staff
279129,Nadjib,Comellas,1965-01-21,1999-11-06,9999-01-01,Senior Engineer
279278,Baruch,Basawa,1965-01-17,1989-01-19,9999-01-01,Senior Staff
279294,Weiyi,Codenie,1965-01-23,1999-02-26,9999-01-01,Technique Leader
279391,Aiman,Wilfing,1965-01-12,1991-08-12,9999-01-01,Engineer
279424,Hongzhu,Ruemmler,1965-01-25,1988-05-01,9999-01-01,Senior Engineer
279552,Halsur,Ibel,1965-01-24,1998-11-06,9999-01-01,Engineer
279554,Neven,Rikino,1965-01-07,1997-11-09,9999-01-01,Senior Engineer
279830,Chaosheng,Shobatake,1965-01-21,1999-09-09,9999-01-01,Senior Staff
279892,Hein,Jonsson,1965-01-23,1997-08-02,9999-01-01,Staff
280497,Zhiguo,Staudhammer,1965-02-01,1988-09-18,9999-01-01,Staff
281422,Nigel,Zirintsis,1965-02-01,1987-12-22,9999-01-01,Staff
281557,Feiyu,Decleir,1965-01-17,1992-08-28,9999-01-01,Senior Staff
281577,Basem,Lortz,1965-01-22,1990-04-01,9999-01-01,Senior Staff
281936,Arun,Zaccaria,1965-01-14,1998-01-21,9999-01-01,Senior Staff
281964,Kazuhiko,Marshall,1965-01-27,1999-05-02,9999-01-01,Staff
282077,Godehard,Chinal,1965-01-26,2002-06-24,9999-01-01,Engineer
282168,Yahiko,Sommen,1965-01-25,1992-01-19,9999-01-01,Staff
282465,Xuejia,Leppanen,1965-01-30,1997-11-16,9999-01-01,Engineer
282815,Zhenbing,Ibel,1965-01-23,1989-01-05,9999-01-01,Senior Engineer
282975,Weidon,Fordan,1965-01-29,1993-01-07,9999-01-01,Technique Leader
283293,Hugo,Sgarro,1965-01-01,1986-02-28,9999-01-01,Staff
283324,Khaled,Penn,1965-01-12,1991-11-02,9999-01-01,Senior Engineer
283515,Pantung,Reeker,1965-01-06,1997-03-16,9999-01-01,Staff
283849,Shin,Puoti,1965-01-22,1990-03-02,9999-01-01,Engineer
283965,Avishai,Majewski,1965-01-16,1997-03-13,9999-01-01,Senior Staff
284187,Ung,Taubenfeld,1965-01-31,1990-06-01,9999-01-01,Senior Staff
284282,Sungwon,Kornyak,1965-01-24,1986-06-02,9999-01-01,Engineer
284356,Sugwoo,Eugenio,1965-01-29,1986-01-09,9999-01-01,Engineer
284397,Monique,Cyre,1965-01-13,1991-10-10,9999-01-01,Senior Staff
284788,Mayuko,Clouatre,1965-01-07,1996-05-13,9999-01-01,Staff
284821,Zongyan,Shackel,1965-01-10,1986-02-19,9999-01-01,Senior Staff
285112,Genevieve,Snedden,1965-01-31,1991-07-30,9999-01-01,Senior Engineer
285283,Fumiyo,Feinberg,1965-01-10,1989-03-21,9999-01-01,Engineer
285563,Christophe,Leaver,1965-01-15,1994-02-02,9999-01-01,Senior Engineer
285963,Shigeaki,Lanteri,1965-01-14,1996-10-05,9999-01-01,Senior Engineer
285990,Rimon,Pietracaprina,1965-01-02,1993-02-08,9999-01-01,Staff
286147,Khun,Spieker,1965-01-04,1998-07-03,9999-01-01,Staff
286352,Reinhold,Binkley,1965-01-31,1992-01-09,9999-01-01,Senior Engineer
286386,Doohun,Preusig,1965-01-09,1986-10-13,9999-01-01,Engineer
287377,Nikolaos,Lorch,1965-01-12,1993-03-10,9999-01-01,Engineer
287603,Marit,Paludetto,1965-01-23,1986-07-09,9999-01-01,Staff
287994,Bluma,Mundy,1965-01-18,1995-03-27,9999-01-01,Engineer
288032,Fumino,Narahara,1965-01-06,1988-08-27,9999-01-01,Senior Engineer
288195,Doowon,Schoegge,1965-01-22,1991-10-10,9999-01-01,Staff
288464,Yuichiro,Bale,1965-01-15,1987-08-24,9999-01-01,Assistant Engineer
288793,Arun,Katzenelson,1965-01-03,1997-09-17,9999-01-01,Senior Engineer
288824,Shaw,Borovoy,1965-01-18,1997-08-20,9999-01-01,Senior Engineer
288883,Hidekazu,Perna,1965-01-20,1993-01-20,9999-01-01,Senior Staff
289049,Ewing,Kalorkoti,1965-01-03,1999-05-30,9999-01-01,Senior Staff
289432,Randi,Tomescu,1965-01-18,1985-11-09,9999-01-01,Senior Staff
289626,Kayoko,Bahi,1965-01-19,1995-02-04,9999-01-01,Senior Engineer
289720,Masamitsu,Murrill,1965-01-06,1997-11-04,9999-01-01,Senior Engineer
290060,Sukumar,Georg,1965-01-26,1992-03-28,9999-01-01,Staff
290091,Suebskul,Menhardt,1965-01-31,1995-11-13,9999-01-01,Senior Engineer
290596,Anoosh,Wielonsky,1965-01-09,1998-02-20,9999-01-01,Engineer
291075,Weiru,Burnard,1965-01-16,1988-11-08,9999-01-01,Engineer
291173,Gina,Decaestecker,1965-01-18,1985-06-21,9999-01-01,Staff
291492,Margareta,Polajnar,1965-01-03,2000-01-18,9999-01-01,Senior Engineer
291815,Haldun,Erie,1965-01-22,1993-02-19,9999-01-01,Senior Staff
291832,Taegyun,Vieri,1965-01-23,1999-06-26,9999-01-01,Staff
292303,Sven,Hinsberger,1965-01-02,1991-02-27,9999-01-01,Staff
292781,Shaowei,Back,1965-01-02,1989-06-27,9999-01-01,Staff
292910,Shaunak,Brizzi,1965-01-29,1995-06-03,9999-01-01,Engineer
292930,Aral,Hebden,1965-01-16,1998-06-04,9999-01-01,Staff
293238,Phillip,Munch,1965-01-16,1985-12-04,9999-01-01,Senior Staff
293426,Rosita,Pokrovskii,1965-01-10,1989-05-21,9999-01-01,Senior Engineer
293700,Hausi,Kamber,1965-01-22,1986-06-16,9999-01-01,Engineer
293863,Sham,Kavanagh,1965-01-03,1986-02-28,9999-01-01,Staff
294003,Dung,Tanemo,1965-01-24,1993-02-13,9999-01-01,Senior Engineer
294151,Manton,Lueh,1965-01-05,1993-10-29,9999-01-01,Technique Leader
294167,Perry,Cooman,1965-01-05,1993-03-17,9999-01-01,Staff
294523,Herbert,Hammerschmidt,1965-01-26,1985-10-25,9999-01-01,Staff
294781,Phule,Ruemmler,1965-01-16,1999-08-07,9999-01-01,Senior Staff
295278,Gladys,Parhami,1965-01-14,1988-01-22,9999-01-01,Senior Engineer
295514,Keiichiro,Armand,1965-01-01,1986-06-26,9999-01-01,Engineer
295602,Rafael,Menhoudj,1965-01-30,1999-04-23,9999-01-01,Engineer
295604,Munehiro,Iwayama,1965-01-18,1990-03-19,9999-01-01,Staff
295824,Yoshimitsu,Litvinov,1965-01-27,1993-09-02,9999-01-01,Senior Staff
295842,Mahmut,Bolotov,1965-01-29,1992-05-24,9999-01-01,Staff
296093,Yefim,Bernardeschi,1965-01-11,1995-09-22,9999-01-01,Senior Staff
296833,Geoffrey,Siochi,1965-01-05,1999-01-22,9999-01-01,Technique Leader
